ID,Player Name,Position,Team,Salary,DK-Avg-Pts,FantasyProsProj,,,,,Name,Position,Salary,GameInfo,AvgPointsPerGame
423,Tony Romo,QB,DAL,7500,17.478,18.7,,,,,Troy Niklas,TE,3000,Ari@Dal 01:00PM ET,0.65
424,Torrey Smith,WR,BAL,4100,9.1,8,,,,,Tyler Clutts,RB,3000,Ari@Dal 01:00PM ET,0.138
425,Travaris Cadet,RB,NO,3500,6.3,5.9,,,,,Tyrod Taylor,QB,5000,Bal@Pit 08:30PM ET,-0.3
426,Travis Benjamin,WR,CLE,3000,6.129,2.4,,,,,Vance McDonald,TE,3000,StL@SF 04:05PM ET,0.8
427,Travis Kelce,TE,KC,4100,11.6,9.2,,,,,Vernon Davis,TE,3700,StL@SF 04:05PM ET,8.04
428,Tre Mason,RB,STL,3200,8.333,6.8,,,,,Vikings,DST,3000,Was@Min 01:00PM ET,8.625
429,Trent Edwards,QB,OAK,3200,8.333,0,,,,,Vincent Brown,WR,3000,Oak@Sea 04:25PM ET,2.6
430,Trent Richardson,RB,IND,4500,11.871,7.2,,,,,Vincent Jackson,WR,4500,TB@Cle 01:00PM ET,10.957
431,Trey Watts,RB,STL,3000,1.033,0,,,,,Virgil Green,TE,3000,Den@NE 04:25PM ET,0.586
432,Troy Niklas,TE,ARI,3000,0.65,0,,,,,Walt Powell,WR,3000,NYJ@KC 01:00PM ET,-0.25
433,Ty Hilton,WR,IND,3000,0.65,14.4,,,,,Wes Welker,WR,3600,Den@NE 04:25PM ET,8.62
434,Tyler Bray,QB,KC,3000,0.65,0,,,,,Will Johnson,RB,3000,Bal@Pit 08:30PM ET,0.8
435,Tyler Clutts,RB,DAL,3000,0.138,0.1,,,,,Will Ta'ufo'ou,RB,3000,Jax@Cin 01:00PM ET,1.4
436,Tyler Eifert,TE,CIN,3000,0.138,0,,,,,Zac Stacy,RB,3000,StL@SF 04:05PM ET,8.314
437,Tyler Thigpen,QB,CLE,3000,0.138,0,,,,,Zach Ertz,TE,3800,Phi@Hou 01:00PM ET,10.057
438,Tyrod Taylor,QB,BAL,5000,-0.3,0,,,,,Zach Line,RB,3000,Was@Min 01:00PM ET,0
439,Vance McDonald,TE,SF,3000,0.8,0.3,,,,,Zach Miller,TE,3000,Oak@Sea 04:25PM ET,4.533
440,Vernon Davis,TE,SF,3700,8.04,6.2,,,,,Zach Sudfeld,TE,3000,NYJ@KC 01:00PM ET,0.313
441,Vincent Brown,WR,OAK,3000,2.6,0.6,,,,,,,,,
442,Vincent Jackson,WR,TB,4500,10.957,9.6,,,,,,,,,
443,Virgil Green,TE,DEN,3000,0.586,0.1,,,,,,,,,
444,Vonta Leach,RB,FA,3000,0.586,0,,,,,,,,,
445,Walt Powell,WR,NYJ,3000,-0.25,0,,,,,,,,,
446,Wes Welker,WR,DEN,3600,8.62,5,,,,,,,,,
447,Will Johnson,RB,PIT,3000,0.8,0.4,,,,,,,,,
448,Will Ta'ufo'ou,RB,JAC,3000,1.4,0.5,,,,,,,,,
449,Will Tukuafu,RB,SF,3000,1.4,0,,,,,,,,,
450,Willis McGahee,RB,FA,3000,1.4,0,,,,,,,,,
451,Zac Stacy,RB,STL,3000,8.314,3,,,,,,,,,
452,Zach Ertz,TE,PHI,3800,10.057,8.6,,,,,,,,,
453,Zach Miller,TE,SEA,3000,4.533,1.3,,,,,,,,,
454,Zach Sudfeld,TE,NYJ,3000,0.313,0.1,,,,,,,,,
