Pid,Pn,Name,S,Team,Or,Ppg,Projected,Value,Home,Last 10,vsBackup,isStarting,isStarter,Ppg - Archive,Tid,Htid,Atid,Htabbr,Atabbr,Posid,Isdisabledfromdrafting,Exceptionalmessages,,Swp,Pp,I,News
446721,G,Ben Bishop,"8,700.00",TB,25.00,5.20,9.1,1.045977011,TRUE,TRUE,,TRUE,TRUE,5.2,4973,4973,4982,TB,Cls,95,,,,true,,,2
550752,C,Tyler Seguin,"9,400.00",Dal,12.00,5.50,9.075,0.9654255319,TRUE,TRUE,,,,5.5,4962,4962,4963,Dal,Mon,91,,,,true,,,1
297473,G,Pekka Rinne,"8,200.00",Nsh,22.00,5.70,8.835,1.077439024,TRUE,TRUE,,TRUE,,5.7,4980,4980,4957,Nsh,Chi,95,,,,true,,O,2
326023,G,Karri Ramo,"8,400.00",Cgy,18.00,5.20,8.58,1.021428571,TRUE,TRUE,,TRUE,TRUE,5.2,4956,4956,4971,Cgy,SJ,95,,,,true,,,2
268143,RW,Alex Ovechkin,"9,000.00",Was,23.00,4.70,7.755,0.8616666667,FALSE,TRUE,,,,4.7,4976,4964,4976,NJ,Was,93,,,,true,,,2
329565,RW,Phil Kessel,"8,000.00",Tor,12.00,4.50,7.425,0.928125,TRUE,TRUE,,,,4.5,4974,4974,4975,Tor,Van,93,,,,true,,O,2
456624,C,Steven Stamkos,"9,200.00",TB,30.00,4.80,7.2,0.7826086957,TRUE,,,,,4.8,4973,4973,4982,TB,Cls,91,,,,true,,,2
736974,G,Antti Raanta,"9,500.00",Chi,9.00,6.50,6.5,0.6842105263,FALSE,,,TRUE,TRUE,6.5,4957,4980,4957,Nsh,Chi,95,,,,true,,,2
172212,LW,Rick Nash,"8,200.00",NYR,1.00,4.80,6.48,0.7902439024,FALSE,TRUE,,,,4.8,4966,4958,4966,Det,NYR,92,,,,true,,O,2
170836,G,Roberto Luongo,"7,700.00",Fla,23.00,4.60,6.44,0.8363636364,TRUE,,FALSE,TRUE,TRUE,4.6,4979,4979,4955,Fla,Buf,95,,,,true,,O,2
325162,RW,Ryan Callahan,"6,000.00",TB,30.00,3.90,6.435,1.0725,TRUE,TRUE,,,,3.9,4973,4973,4982,TB,Cls,93,,,,true,1,O,1
590939,C,Tyler Johnson,"6,000.00",TB,30.00,3.90,6.435,1.0725,TRUE,TRUE,,,,3.9,4973,4973,4982,TB,Cls,91,,,,true,1,O,2
300802,G,Tuukka Rask,"8,000.00",Bos,24.00,4.40,6.27,0.78375,FALSE,,TRUE,TRUE,TRUE,4.4,4954,4977,4954,Ari,Bos,95,,,,true,,O,2
458860,LW,Jamie Benn,"6,500.00",Dal,21.00,4.00,6.2,0.9538461538,TRUE,TRUE,,,,4.0,4962,4962,4963,Dal,Mon,92,,,,true,1,O,1
172441,C,Henrik Zetterberg,"6,700.00",Det,17.00,3.90,6.1425,0.9167910448,TRUE,TRUE,TRUE,,,3.9,4958,4958,4966,Det,NYR,91,,,,true,1,O,2
300782,G,Carey Price,"8,800.00",Mon,13.00,5.00,6,0.6818181818,FALSE,,,TRUE,TRUE,5.0,4963,4962,4963,Dal,Mon,95,,,,true,,,2
329570,C,Joe Pavelski,"8,400.00",SJ,8.00,4.40,5.94,0.7071428571,FALSE,TRUE,,,,4.4,4971,4956,4971,Cgy,SJ,91,,,,true,,,2
236148,D,Dennis Wideman,"5,800.00",Cgy,25.00,3.80,5.89,1.015517241,TRUE,TRUE,,,,3.8,4956,4956,4971,Cgy,SJ,94,,,,true,1,O,2
550769,C,Nick Bjugstad,"5,000.00",Fla,28.00,3.30,5.8575,1.1715,TRUE,TRUE,TRUE,,,3.3,4979,4979,4955,Fla,Buf,91,,,,true,1,O,2
392964,LW,Max Pacioretty,"7,000.00",Mon,30.00,4.10,5.74,0.82,FALSE,,,,,4.1,4963,4962,4963,Dal,Mon,92,,,,true,1,O,1
171432,C,Stephen Weiss,"4,600.00",Det,17.00,3.60,5.67,1.232608696,TRUE,TRUE,TRUE,,,3.6,4958,4958,4966,Det,NYR,91,,,,true,1,O,2
392942,RW,Patrick Kane,"8,700.00",Chi,6.00,4.20,5.67,0.6517241379,FALSE,TRUE,,,,4.2,4957,4980,4957,Nsh,Chi,93,,,,true,,,2
508872,D,T.J. Brodie,"5,200.00",Cgy,25.00,3.60,5.58,1.073076923,TRUE,TRUE,,,,3.6,4956,4956,4971,Cgy,SJ,94,,,,true,1,O,1
392943,LW,James van Riemsdyk,"6,300.00",Tor,14.00,3.80,5.51,0.8746031746,TRUE,TRUE,,,,3.8,4974,4974,4975,Tor,Van,92,,,,true,1,O,2
268156,G,Devan Dubnyk,"8,100.00",Ari,19.00,5.00,5.5,0.6790123457,TRUE,,,TRUE,,5.0,4977,4977,4954,Ari,Bos,95,,,,true,,O,2
269241,G,Cory Schneider,"6,900.00",NJ,12.00,4.20,5.46,0.7913043478,TRUE,,,TRUE,TRUE,4.2,4964,4964,4976,NJ,Was,95,,,,true,1,O,2
607616,RW,Nikita Kucherov,"4,700.00",TB,30.00,3.30,5.445,1.158510638,TRUE,TRUE,,,,3.3,4973,4973,4982,TB,Cls,93,,,,true,1,O,1
171088,LW,Daniel Sedin,"5,400.00",Van,29.00,3.50,5.425,1.00462963,FALSE,TRUE,,,,3.5,4975,4974,4975,Tor,Van,92,,,,true,1,O,2
386814,G,Michal Neuvirth,"6,600.00",Buf,29.00,4.40,5.28,0.8,FALSE,,,TRUE,FALSE,4.4,4955,4979,4955,Fla,Buf,95,,,,true,1,O,2
741409,C,Sean Monahan,"5,600.00",Cgy,22.00,3.40,5.27,0.9410714286,TRUE,TRUE,,,,3.4,4956,4956,4971,Cgy,SJ,91,,,,true,1,O,2
659855,RW,Filip Forsberg,"5,700.00",Nsh,9.00,4.20,5.145,0.9026315789,TRUE,,TRUE,,,4.2,4980,4980,4957,Nsh,Chi,93,,,,true,1,O,2
172497,G,Ryan Miller,"9,000.00",Van,5.00,5.10,5.1,0.5666666667,FALSE,,,TRUE,TRUE,5.1,4975,4974,4975,Tor,Van,95,,,,true,,,2
298149,G,Jimmy Howard,"6,700.00",Det,10.00,4.60,5.06,0.7552238806,TRUE,,FALSE,TRUE,TRUE,4.6,4958,4958,4966,Det,NYR,95,,,,true,1,O,2
170699,LW,Patrick Marleau,"6,200.00",SJ,11.00,3.70,4.995,0.8056451613,FALSE,TRUE,,,,3.7,4971,4956,4971,Cgy,SJ,92,,,,true,1,O,2
478197,D,P.K. Subban,"5,700.00",Mon,30.00,3.20,4.96,0.8701754386,FALSE,TRUE,,,,3.2,4963,4962,4963,Dal,Mon,94,,,,true,1,O,2
547488,D,Roman Josi,"5,300.00",Nsh,6.00,3.60,4.95,0.9339622642,TRUE,TRUE,TRUE,,,3.6,4980,4980,4957,Nsh,Chi,94,,,,true,1,O,1
171367,C,Pavel Datsyuk,"6,300.00",Det,17.00,4.00,4.9,0.7777777778,TRUE,,TRUE,,,4.0,4958,4958,4966,Det,NYR,91,,,,true,1,O,2
593067,RW,Gustav Nyquist,"5,000.00",Det,14.00,3.10,4.8825,0.9765,TRUE,TRUE,TRUE,,,3.1,4958,4958,4966,Det,NYR,93,,,,true,1,O,2
495943,C,Tyler Bozak,"6,200.00",Tor,9.00,3.90,4.875,0.7862903226,TRUE,TRUE,,,,3.9,4974,4974,4975,Tor,Van,91,,,,true,1,O,1
607956,C,Vincent Trocheck,"4,400.00",Fla,28.00,2.70,4.7925,1.089204545,TRUE,TRUE,TRUE,,,2.7,4979,4979,4955,Fla,Buf,91,,,,true,1,O,1
550521,RW,Jimmy Hayes,"3,800.00",Fla,29.00,2.70,4.7925,1.261184211,TRUE,TRUE,TRUE,,,2.7,4979,4979,4955,Fla,Buf,93,,,,true,1,DTD,1
615345,LW,Ondrej Palat,"5,000.00",TB,25.00,3.00,4.65,0.93,TRUE,TRUE,,,,3.0,4973,4973,4982,TB,Cls,92,,,,true,1,O,1
329644,G,Jonathan Bernier,"7,000.00",Tor,3.00,4.20,4.62,0.66,TRUE,,,TRUE,TRUE,4.2,4974,4974,4975,Tor,Van,95,,,,true,1,O,2
172139,G,Kari Lehtonen,"7,500.00",Dal,7.00,4.20,4.62,0.616,TRUE,,,TRUE,TRUE,4.2,4962,4962,4963,Dal,Mon,95,,,,true,,O,2
451384,G,Antti Niemi,"7,300.00",SJ,2.00,4.60,4.6,0.6301369863,FALSE,,,TRUE,TRUE,4.6,4971,4956,4971,Cgy,SJ,95,,,,true,,O,2
329564,C,Nicklas Backstrom,"5,800.00",Was,20.00,3.40,4.59,0.7913793103,FALSE,TRUE,,,,3.4,4976,4964,4976,NJ,Was,91,,,,true,1,O,1
547715,RW,Tommy Wingels,"5,700.00",SJ,19.00,3.40,4.59,0.8052631579,FALSE,TRUE,,,,3.4,4971,4956,4971,Cgy,SJ,93,,,,true,1,O,2
831066,D,Aaron Ekblad,"4,400.00",Fla,16.00,2.90,4.5675,1.038068182,TRUE,TRUE,TRUE,,,2.9,4979,4979,4955,Fla,Buf,94,,,,true,1,O,1
545448,G,Sergei Bobrovsky,"7,200.00",Cls,1.00,4.50,4.5,0.625,FALSE,,,TRUE,TRUE,4.5,4982,4973,4982,TB,Cls,95,,,,true,1,O,2
610628,RW,Tobias Rieder,"4,100.00",Ari,24.00,2.90,4.495,1.096341463,TRUE,TRUE,,,,2.9,4977,4977,4954,Ari,Bos,93,,,,true,1,DTD,1
551066,C,Derek Stepan,"5,700.00",NYR,7.00,3.90,4.485,0.7868421053,FALSE,TRUE,,,,3.9,4966,4958,4966,Det,NYR,91,,,,true,1,O,1
172169,LW,Joffrey Lupul,"5,600.00",Tor,14.00,3.00,4.35,0.7767857143,TRUE,TRUE,,,,3.0,4974,4974,4975,Tor,Van,92,,,,true,1,O,2
522267,LW,Tomas Tatar,"4,800.00",Det,2.00,3.10,4.2625,0.8880208333,TRUE,TRUE,TRUE,,,3.1,4958,4958,4966,Det,NYR,92,,,,true,1,O,2
456839,D,John Carlson,"6,100.00",Was,8.00,3.70,4.255,0.6975409836,FALSE,TRUE,,,,3.7,4976,4964,4976,NJ,Was,94,,,,true,1,O,2
171113,D,Andrei Markov,"4,100.00",Mon,30.00,2.70,4.185,1.020731707,FALSE,TRUE,,,,2.7,4963,4962,4963,Dal,Mon,94,,,,true,1,DTD,1
325006,D,Keith Yandle,"5,700.00",Ari,12.00,3.80,4.18,0.7333333333,TRUE,,,,,3.8,4977,4977,4954,Ari,Bos,94,,,,true,1,O,1
296477,RW,Johan Franzen,"4,700.00",Det,14.00,3.40,4.165,0.8861702128,TRUE,,TRUE,,,3.4,4958,4958,4966,Det,NYR,93,,,,true,1,O,2
230685,C,Patrice Bergeron,"5,800.00",Bos,25.00,3.40,4.165,0.7181034483,FALSE,,TRUE,,,3.4,4954,4977,4954,Ari,Bos,91,,,,true,1,O,2
392950,C,Logan Couture,"7,300.00",SJ,8.00,4.10,4.1,0.5616438356,FALSE,,,,,4.1,4971,4956,4971,Cgy,SJ,91,,,,true,,O,2
172738,C,Tomas Plekanec,"4,800.00",Mon,29.00,3.40,4.08,0.85,FALSE,,,,,3.4,4963,4962,4963,Dal,Mon,91,,,,true,1,O,2
555807,RW,Brendan Gallagher,"4,500.00",Mon,21.00,2.80,4.06,0.9022222222,FALSE,TRUE,,,,2.8,4963,4962,4963,Dal,Mon,93,,,,true,1,O,1
245514,LW,Curtis Glencross,"4,900.00",Cgy,19.00,2.80,4.06,0.8285714286,TRUE,TRUE,,,,2.8,4956,4956,4971,Cgy,SJ,92,,,,true,1,O,2
610588,LW,Johnny Gaudreau,"4,900.00",Cgy,19.00,2.80,4.06,0.8285714286,TRUE,TRUE,,,,2.8,4956,4956,4971,Cgy,SJ,92,,,,true,1,O,2
172301,LW,Michael Cammalleri,"5,600.00",NJ,4.00,3.20,4,0.7142857143,TRUE,TRUE,,,,3.2,4964,4964,4976,NJ,Was,92,,,,true,1,O,1
483697,G,Braden Holtby,"6,600.00",Was,15.00,4.00,4,0.6060606061,FALSE,,,TRUE,TRUE,4.0,4976,4964,4976,NJ,Was,95,,,,true,1,O,2
171352,RW,Radim Vrbata,"6,200.00",Van,16.00,4.00,4,0.6451612903,FALSE,,,,,4.0,4975,4974,4975,Tor,Van,93,,,,true,1,O,2
231127,D,Shea Weber,"6,100.00",Nsh,6.00,3.90,3.9975,0.6553278689,TRUE,,TRUE,,,3.9,4980,4980,4957,Nsh,Chi,94,,,,true,1,O,1
172233,RW,Jiri Hudler,"5,800.00",Cgy,22.00,3.30,3.96,0.6827586207,TRUE,,,,,3.3,4956,4956,4971,Cgy,SJ,93,,,,true,1,O,2
326141,LW,Kris Versteeg,"5,600.00",Chi,3.00,3.40,3.91,0.6982142857,FALSE,TRUE,,,,3.4,4957,4980,4957,Nsh,Chi,92,,,,true,1,O,2
600077,LW,Jonathan Huberdeau,"4,300.00",Fla,27.00,2.20,3.905,0.9081395349,TRUE,TRUE,TRUE,,,2.2,4979,4979,4955,Fla,Buf,92,,,,true,1,DTD,2
229384,D,Brent Burns,"5,500.00",SJ,13.00,3.90,3.9,0.7090909091,FALSE,,,,,3.9,4971,4956,4971,Cgy,SJ,94,,,,true,1,O,2
170954,C,Mike Ribeiro,"4,500.00",Nsh,10.00,2.80,3.85,0.8555555556,TRUE,TRUE,TRUE,,,2.8,4980,4980,4957,Nsh,Chi,91,,,,true,1,O,2
329563,C,Jonathan Toews,"5,400.00",Chi,2.00,3.30,3.795,0.7027777778,FALSE,TRUE,,,,3.3,4957,4980,4957,Nsh,Chi,91,,,,true,1,O,2
329285,D,Kris Russell,"5,000.00",Cgy,25.00,3.10,3.72,0.744,TRUE,,,,,3.1,4956,4956,4971,Cgy,SJ,94,,,,true,1,O,2
184050,D,Niklas Kronwall,"4,200.00",Det,5.00,2.70,3.7125,0.8839285714,TRUE,TRUE,TRUE,,,2.7,4958,4958,4966,Det,NYR,94,,,,true,1,DTD,1
177971,RW,Brad Boyes,"4,300.00",Fla,29.00,2.60,3.705,0.861627907,TRUE,,TRUE,,,2.6,4979,4979,4955,Fla,Buf,93,,,,true,1,DTD,2
301959,LW,James Neal,"5,600.00",Nsh,5.00,3.60,3.69,0.6589285714,TRUE,,TRUE,,,3.6,4980,4980,4957,Nsh,Chi,92,,,,true,1,O,1
170816,RW,Martin St. Louis,"5,300.00",NYR,7.00,3.20,3.68,0.6943396226,FALSE,TRUE,,,,3.2,4966,4958,4966,Det,NYR,93,,,,true,1,O,1
542226,C,Nick Bonino,"4,900.00",Van,23.00,3.30,3.63,0.7408163265,FALSE,,,,,3.3,4975,4974,4975,Tor,Van,91,,,,true,1,O,1
543471,G,Cam Talbot,"7,200.00",NYR,6.00,4.50,3.6,0.5,FALSE,,,TRUE,FALSE,4.5,4966,4958,4966,Det,NYR,95,,,,true,1,O,2
171090,C,Brad Richards,"5,800.00",Chi,2.00,3.10,3.565,0.6146551724,FALSE,TRUE,,,,3.1,4957,4980,4957,Nsh,Chi,91,,,,true,1,O,2
600102,D,Dougie Hamilton,"4,700.00",Bos,24.00,2.90,3.5525,0.7558510638,FALSE,,TRUE,,,2.9,4954,4977,4954,Ari,Bos,94,,,,true,1,O,1
330091,D,Alexander Edler,"4,700.00",Van,22.00,3.20,3.52,0.7489361702,FALSE,,,,,3.2,4975,4974,4975,Tor,Van,94,,,,true,1,O,2
555748,D,John Klingberg,"4,000.00",Dal,17.00,3.20,3.52,0.88,TRUE,,,,,3.2,4962,4962,4963,Dal,Mon,94,,,,true,1,DTD,2
297132,C,Valtteri Filppula,"4,300.00",TB,30.00,2.70,3.51,0.8162790698,TRUE,,,,,2.7,4973,4973,4982,TB,Cls,91,,,,true,1,DTD,2
504258,C,Nazem Kadri,"5,400.00",Tor,9.00,2.80,3.5,0.6481481481,TRUE,TRUE,,,,2.8,4974,4974,4975,Tor,Van,91,,,,true,1,O,2
659810,C,Alex Galchenyuk,"4,500.00",Mon,29.00,2.90,3.48,0.7733333333,FALSE,,,,,2.9,4963,4962,4963,Dal,Mon,91,,,,true,1,O,2
414433,LW,Brad Marchand,"4,500.00",Bos,26.00,2.60,3.445,0.7655555556,FALSE,,TRUE,,,2.6,4954,4977,4954,Ari,Bos,92,,,,true,1,O,2
504257,D,Oliver Ekman-Larsson,"5,100.00",Ari,12.00,3.10,3.41,0.668627451,TRUE,,,,,3.1,4977,4977,4954,Ari,Bos,94,,,,true,1,O,2
593311,RW,Cam Atkinson,"5,000.00",Cls,13.00,3.40,3.4,0.68,FALSE,,,,,3.4,4982,4973,4982,TB,Cls,93,,,,true,1,O,2
184268,D,Duncan Keith,"5,300.00",Chi,14.00,3.40,3.4,0.641509434,FALSE,,,,,3.4,4957,4980,4957,Nsh,Chi,94,,,,true,1,O,1
229378,D,Brent Seabrook,"5,100.00",Chi,14.00,3.40,3.4,0.6666666667,FALSE,,,,,3.4,4957,4980,4957,Nsh,Chi,94,,,,true,1,O,2
178388,D,Marek Zidlicky,"4,100.00",NJ,29.00,2.60,3.38,0.8243902439,TRUE,,,,,2.6,4964,4964,4976,NJ,Was,94,,,,true,1,DTD,2
172150,LW,Chris Higgins,"4,400.00",Van,29.00,2.80,3.36,0.7636363636,FALSE,,,,,2.8,4975,4974,4975,Tor,Van,92,,,,true,1,O,1
479351,D,Jason Garrison,"4,300.00",TB,23.00,2.80,3.36,0.7813953488,TRUE,,,,,2.8,4973,4973,4982,TB,Cls,94,,,,true,1,DTD,1
296053,C,Brad Richardson,"3,700.00",Van,23.00,2.30,3.335,0.9013513514,FALSE,TRUE,,,,2.3,4975,4974,4975,Tor,Van,91,,,,true,1,DTD,2
326131,C,Carl Soderberg,"4,400.00",Bos,25.00,2.70,3.3075,0.7517045455,FALSE,,TRUE,,,2.7,4954,4977,4954,Ari,Bos,91,,,,true,1,O,1
339752,C,Darren Helm,"4,400.00",Det,17.00,2.10,3.3075,0.7517045455,TRUE,TRUE,TRUE,,,2.1,4958,4958,4966,Det,NYR,91,,,,true,1,O,2
456699,C,Colin Wilson,"4,400.00",Nsh,10.00,2.40,3.3,0.75,TRUE,TRUE,TRUE,,,2.4,4980,4980,4957,Nsh,Chi,91,,,,true,1,O,1
570272,C,Adam Henrique,"5,100.00",NJ,19.00,3.00,3.3,0.6470588235,TRUE,,,,,3.0,4964,4964,4976,NJ,Was,91,,,,true,1,O,1
174942,C,Jason Spezza,"5,400.00",Dal,12.00,3.00,3.3,0.6111111111,TRUE,,,,,3.0,4962,4962,4963,Dal,Mon,91,,,,true,1,O,2
564333,C,Brandon Pirri,"3,800.00",Fla,28.00,2.30,3.2775,0.8625,TRUE,,TRUE,,,2.3,4979,4979,4955,Fla,Buf,91,,,,true,1,DTD,2
184091,C,Jussi Jokinen,"3,700.00",Fla,28.00,2.30,3.2775,0.8858108108,TRUE,,TRUE,,,2.3,4979,4979,4955,Fla,Buf,91,,,,true,1,DTD,1
170422,RW,Shane Doan,"4,000.00",Ari,24.00,2.70,3.24,0.81,TRUE,,,,,2.7,4977,4977,4954,Ari,Bos,93,,,,true,1,DTD,1
377663,C,Shawn Matthias,"3,800.00",Van,23.00,2.20,3.19,0.8394736842,FALSE,TRUE,,,,2.2,4975,4974,4975,Tor,Van,91,,,,true,1,DTD,2
172243,D,Trevor Daley,"4,200.00",Dal,17.00,2.90,3.19,0.7595238095,TRUE,,,,,2.9,4962,4962,4963,Dal,Mon,94,,,,true,1,DTD,2
478687,D,Michael Stone,"4,600.00",Ari,12.00,2.90,3.19,0.6934782609,TRUE,,,,,2.9,4977,4977,4954,Ari,Bos,94,,,,true,1,O,2
329287,D,Cody Franson,"4,700.00",Tor,3.00,3.50,3.15,0.670212766,TRUE,,,,,3.5,4974,4974,4975,Tor,Van,94,,,,true,1,O,2
607580,RW,Tomas Jurco,"3,600.00",Det,14.00,2.00,3.15,0.875,TRUE,TRUE,TRUE,,,2.0,4958,4958,4966,Det,NYR,93,,,,true,1,DTD,2
660810,D,Damon Severson,"3,200.00",NJ,29.00,2.40,3.12,0.975,TRUE,,,,,2.4,4964,4964,4976,NJ,Was,94,,,,true,1,DTD,1
607591,LW,Brandon Saad,"4,400.00",Chi,3.00,2.70,3.105,0.7056818182,FALSE,TRUE,,,,2.7,4957,4980,4957,Nsh,Chi,92,,,,true,1,O,1
171089,C,Henrik Sedin,"4,100.00",Van,23.00,2.80,3.08,0.7512195122,FALSE,,,,,2.8,4975,4974,4975,Tor,Van,91,,,,true,1,DTD,2
300797,C,Martin Hanzal,"4,500.00",Ari,16.00,2.80,3.08,0.6844444444,TRUE,,,,,2.8,4977,4977,4954,Ari,Bos,91,,,,true,1,O,2
604631,C,Craig Smith,"5,500.00",Nsh,10.00,3.00,3.075,0.5590909091,TRUE,,TRUE,,,3.0,4980,4980,4957,Nsh,Chi,91,,,,true,1,O,2
447451,LW,Justin Abdelkader,"4,400.00",Det,2.00,3.00,3.075,0.6988636364,TRUE,,TRUE,,,3.0,4958,4958,4966,Det,NYR,92,,,,true,1,O,2
652695,D,Torey Krug,"4,400.00",Bos,24.00,2.50,3.0625,0.6960227273,FALSE,,TRUE,,,2.5,4954,4977,4954,Ari,Bos,94,,,,true,1,O,2
172182,D,Dennis Seidenberg,"3,400.00",Bos,24.00,2.50,3.0625,0.9007352941,FALSE,,TRUE,,,2.5,4954,4977,4954,Ari,Bos,94,,,,true,1,DTD,2
550754,C,Ryan Johansen,"5,700.00",Cls,3.00,3.80,3.04,0.5333333333,FALSE,,,,,3.8,4982,4973,4982,TB,Cls,91,,,,true,1,O,1
329662,LW,Nick Foligno,"5,000.00",Cls,6.00,3.80,3.04,0.608,FALSE,,,,,3.8,4982,4973,4982,TB,Cls,92,,,,true,1,O,2
172231,LW,Sean Bergenheim,"4,500.00",Fla,27.00,1.70,3.0175,0.6705555556,TRUE,TRUE,TRUE,,,1.7,4979,4979,4955,Fla,Buf,92,,,,true,1,O,2
651621,LW,Alex Killorn,"4,100.00",TB,25.00,2.50,3,0.7317073171,TRUE,,,,,2.5,4973,4973,4982,TB,Cls,92,,,,true,1,DTD,1
323176,D,Andy Greene,"3,900.00",NJ,29.00,2.30,2.99,0.7666666667,TRUE,,,,,2.3,4964,4964,4976,NJ,Was,94,,,,true,1,DTD,1
395914,D,Alex Goligoski,"4,500.00",Dal,17.00,2.70,2.97,0.66,TRUE,,,,,2.7,4962,4962,4963,Dal,Mon,94,,,,true,1,O,2
653255,RW,Reilly Smith,"4,300.00",Bos,25.00,2.40,2.94,0.6837209302,FALSE,,TRUE,,,2.4,4954,4977,4954,Ari,Bos,93,,,,true,1,DTD,2
554520,D,Radko Gudas,"3,800.00",TB,23.00,2.40,2.88,0.7578947368,TRUE,,,,,2.4,4973,4973,4982,TB,Cls,94,,,,true,1,DTD,2
383710,D,Anton Stralman,"3,100.00",TB,23.00,2.40,2.88,0.9290322581,TRUE,,,,,2.4,4973,4973,4982,TB,Cls,94,,,,true,1,DTD,2
392954,C,Lars Eller,"3,900.00",Mon,29.00,2.40,2.88,0.7384615385,FALSE,,,,,2.4,4963,4962,4963,Dal,Mon,91,,,,true,1,DTD,1
746470,C,Josh Jooris,"3,300.00",Cgy,22.00,2.40,2.88,0.8727272727,TRUE,,,,,2.4,4956,4956,4971,Cgy,SJ,91,,,,true,1,DTD,2
607594,C,Markus Granlund,"3,000.00",Cgy,22.00,2.40,2.88,0.96,TRUE,,,,,2.4,4956,4956,4971,Cgy,SJ,91,,,,true,1,DTD,1
326228,RW,Troy Brouwer,"4,100.00",Was,23.00,2.60,2.86,0.6975609756,FALSE,,,,,2.6,4976,4964,4976,NJ,Was,93,,,,true,1,DTD,2
339914,RW,Joel Ward,"4,000.00",Was,23.00,2.60,2.86,0.715,FALSE,,,,,2.6,4976,4964,4976,NJ,Was,93,,,,true,1,DTD,2
547077,D,Eric Gelinas,"3,700.00",NJ,29.00,2.20,2.86,0.772972973,TRUE,,,,,2.2,4964,4964,4976,NJ,Was,94,,,,true,1,DTD,2
528331,C,Cody Eakin,"4,000.00",Dal,12.00,2.60,2.86,0.715,TRUE,,,,,2.6,4962,4962,4963,Dal,Mon,91,,,,true,1,DTD,2
504304,C,Marcus Johansson,"4,000.00",Was,20.00,2.80,2.8,0.7,FALSE,,,,,2.8,4976,4964,4976,NJ,Was,91,,,,true,1,DTD,2
398616,LW,Milan Lucic,"4,300.00",Bos,26.00,2.10,2.7825,0.6470930233,FALSE,,TRUE,,,2.1,4954,4977,4954,Ari,Bos,92,,,,true,1,DTD,2
594801,LW,Antoine Roussel,"3,000.00",Dal,21.00,2.30,2.76,0.92,TRUE,,,,,2.3,4962,4962,4963,Dal,Mon,92,,,,true,1,DTD,1
172474,C,Antoine Vermette,"4,100.00",Ari,16.00,2.50,2.75,0.6707317073,TRUE,,,,,2.5,4977,4977,4954,Ari,Bos,91,,,,true,1,DTD,1
229389,C,Brian Boyle,"2,500.00",TB,30.00,2.10,2.73,1.092,TRUE,,,,,2.1,4973,4973,4982,TB,Cls,91,,,,true,1,DTD,2
680978,C,Cedric Paquette,"2,500.00",TB,30.00,2.10,2.73,1.092,TRUE,,,,,2.1,4973,4973,4982,TB,Cls,91,,,,true,1,O,1
229373,D,Dion Phaneuf,"4,500.00",Tor,3.00,3.00,2.7,0.6,TRUE,,,,,3.0,4974,4974,4975,Tor,Van,94,,,,true,1,O,2
550771,C,Riley Sheahan,"3,800.00",Det,17.00,2.20,2.695,0.7092105263,TRUE,,TRUE,,,2.2,4958,4958,4966,Det,NYR,91,,,,true,1,DTD,2
230673,RW,Loui Eriksson,"4,000.00",Bos,25.00,2.20,2.695,0.67375,FALSE,,TRUE,,,2.2,4954,4977,4954,Ari,Bos,93,,,,true,1,DTD,2
550756,RW,Brett Connolly,"3,200.00",TB,30.00,1.60,2.64,0.825,TRUE,TRUE,,,,1.6,4973,4973,4982,TB,Cls,93,,,,true,1,DTD,1
171258,LW,Scott Hartnell,"4,900.00",Cls,6.00,3.30,2.64,0.5387755102,FALSE,,,,,3.3,4982,4973,4982,TB,Cls,92,,,,true,1,O,1
303081,RW,Alexandre Burrows,"3,900.00",Van,16.00,2.60,2.6,0.6666666667,FALSE,,,,,2.6,4975,4974,4975,Tor,Van,93,,,,true,1,DTD,1
607582,C,Boone Jenner,"4,500.00",Cls,3.00,3.20,2.56,0.5688888889,FALSE,,,,,3.2,4982,4973,4982,TB,Cls,91,,,,true,1,O,1
170695,RW,Marian Hossa,"5,300.00",Chi,6.00,3.20,2.56,0.4830188679,FALSE,,,,,3.2,4957,4980,4957,Nsh,Chi,93,,,,true,1,O,1
184264,RW,P.A. Parenteau,"3,900.00",Mon,21.00,2.30,2.53,0.6487179487,FALSE,,,,,2.3,4963,4962,4963,Dal,Mon,93,,,,true,1,DTD,1
594632,RW,Ryan Garbutt,"3,500.00",Dal,17.00,2.30,2.53,0.7228571429,TRUE,,,,,2.3,4962,4962,4963,Dal,Mon,93,,,,true,1,DTD,2
335301,LW,Matt Moulson,"4,500.00",Buf,21.00,2.30,2.53,0.5622222222,FALSE,,,,,2.3,4955,4979,4955,Fla,Buf,92,,,,true,1,O,1
325554,LW,Tyler Kennedy,"3,000.00",SJ,11.00,2.50,2.5,0.8333333333,FALSE,,,,,2.5,4971,4956,4971,Cgy,SJ,92,,,,true,1,DTD,2
172235,LW,Tomas Fleischmann,"3,500.00",Fla,27.00,1.40,2.485,0.71,TRUE,TRUE,TRUE,,,1.4,4979,4979,4955,Fla,Buf,92,,,,true,1,DTD,2
329582,C,Derick Brassard,"4,800.00",NYR,7.00,3.10,2.48,0.5166666667,FALSE,,,,,3.1,4966,4958,4966,Det,NYR,91,,,,true,1,O,1
504263,D,Ryan Ellis,"3,800.00",Nsh,6.00,2.40,2.46,0.6473684211,TRUE,,TRUE,,,2.4,4980,4980,4957,Nsh,Chi,94,,,,true,1,DTD,2
