Pid,Pn,Name,S,Team,Or,Ppg,Projected,Home,Last 10 Days,Archive PPG,C,W,D,G
296723,G,Jaroslav Halak,"9,300.00",,13.00,5.90,6.87,FALSE,,5.9,FALSE,FALSE,FALSE,TRUE
297473,G,Pekka Rinne,"8,300.00",,15.00,5.70,6.79,TRUE,,5.7,FALSE,FALSE,FALSE,TRUE
326139,G,Thomas Greiss,"8,100.00",,4.00,5.50,6.73,TRUE,,5.5,FALSE,FALSE,FALSE,TRUE
176834,G,Craig Anderson,"7,500.00",,7.00,5.50,6.73,TRUE,,5.5,FALSE,FALSE,FALSE,TRUE
550766,RW,Vladimir Tarasenko,"6,700.00",,5.00,4.80,6.63,FALSE,,4.8,FALSE,TRUE,FALSE,FALSE
268143,RW,Alex Ovechkin,"9,200.00",,10.00,4.80,6.62,FALSE,,4.8,FALSE,TRUE,FALSE,FALSE
550752,C,Tyler Seguin,"9,400.00",,6.00,5.50,6.60,FALSE,TRUE,5.5,TRUE,FALSE,FALSE,FALSE
326023,G,Karri Ramo,"8,600.00",,21.00,5.10,6.57,TRUE,,5.1,FALSE,FALSE,FALSE,TRUE
446721,G,Ben Bishop,"7,900.00",,24.00,5.10,6.57,TRUE,,5.1,FALSE,FALSE,FALSE,TRUE
386808,RW,Patric Hornqvist,"7,400.00",,13.00,4.60,6.55,TRUE,,4.6,FALSE,TRUE,FALSE,FALSE
329565,RW,Phil Kessel,"8,200.00",,23.00,4.50,6.50,TRUE,,4.5,FALSE,TRUE,FALSE,FALSE
170836,G,Roberto Luongo,"8,400.00",,30.00,4.90,6.49,TRUE,,4.9,FALSE,FALSE,FALSE,TRUE
451384,G,Antti Niemi,"7,400.00",,18.00,4.70,6.43,TRUE,,4.7,FALSE,FALSE,FALSE,TRUE
454231,G,Jhonas Enroth,"8,100.00",,1.00,4.60,6.42,FALSE,,4.6,FALSE,FALSE,FALSE,TRUE
300802,G,Tuukka Rask,"8,700.00",,18.00,4.60,6.40,FALSE,,4.6,FALSE,FALSE,FALSE,TRUE
458860,LW,Jamie Benn,"7,700.00",,1.00,4.10,6.38,FALSE,,4.1,FALSE,TRUE,FALSE,FALSE
298149,G,Jimmy Howard,"7,300.00",,12.00,4.50,6.37,TRUE,,4.5,FALSE,FALSE,FALSE,TRUE
659855,RW,Filip Forsberg,"5,200.00",,15.00,4.10,6.37,TRUE,,4.1,FALSE,TRUE,FALSE,FALSE
329644,G,Jonathan Bernier,"7,800.00",,17.00,4.50,6.36,TRUE,,4.5,FALSE,FALSE,FALSE,TRUE
296786,C,Sidney Crosby,"9,000.00",,10.00,4.80,6.35,TRUE,TRUE,4.8,TRUE,FALSE,FALSE,FALSE
171352,RW,Radim Vrbata,"6,400.00",,1.00,4.00,6.34,FALSE,,4,FALSE,TRUE,FALSE,FALSE
504246,D,Victor Hedman,"5,700.00",,15.00,4.50,6.32,TRUE,,4.5,FALSE,FALSE,TRUE,FALSE
254822,D,Mark Giordano,"6,100.00",,18.00,4.50,6.31,TRUE,,4.5,FALSE,FALSE,TRUE,FALSE
329657,G,Semyon Varlamov,"7,000.00",,2.00,4.30,6.31,FALSE,,4.3,FALSE,FALSE,FALSE,TRUE
456624,C,Steven Stamkos,"8,500.00",,28.00,4.70,6.30,TRUE,TRUE,4.7,TRUE,FALSE,FALSE,FALSE
479871,G,Martin Jones,"7,200.00",,23.00,4.30,6.29,FALSE,,4.3,FALSE,FALSE,FALSE,TRUE
325162,RW,Ryan Callahan,"6,100.00",,28.00,3.90,6.28,TRUE,TRUE,3.9,FALSE,TRUE,FALSE,FALSE
392943,LW,James van Riemsdyk,"6,300.00",,6.00,3.80,6.27,TRUE,,3.8,FALSE,TRUE,FALSE,FALSE
172223,G,Cam Ward,"6,700.00",,14.00,4.20,6.26,TRUE,,4.2,FALSE,FALSE,FALSE,TRUE
329662,LW,Nick Foligno,"4,800.00",,16.00,3.80,6.26,FALSE,,3.8,FALSE,TRUE,FALSE,FALSE
268144,C,Evgeni Malkin,"8,800.00",,10.00,4.50,6.24,TRUE,TRUE,4.5,TRUE,FALSE,FALSE,FALSE
550764,LW,Jaden Schwartz,"5,200.00",,2.00,3.70,6.24,FALSE,,3.7,FALSE,TRUE,FALSE,FALSE
269241,G,Cory Schneider,"7,100.00",,5.00,4.10,6.23,FALSE,,4.1,FALSE,FALSE,FALSE,TRUE
329583,RW,Kyle Okposo,"5,800.00",,11.00,3.70,6.23,FALSE,,3.7,FALSE,TRUE,FALSE,FALSE
545448,G,Sergei Bobrovsky,"6,900.00",,26.00,4.10,6.21,FALSE,,4.1,FALSE,FALSE,FALSE,TRUE
171088,LW,Daniel Sedin,"5,700.00",,10.00,3.60,6.19,FALSE,,3.6,FALSE,TRUE,FALSE,FALSE
301959,LW,James Neal,"5,500.00",,23.00,3.60,6.18,TRUE,,3.6,FALSE,TRUE,FALSE,FALSE
456827,D,Erik Karlsson,"6,800.00",,14.00,4.10,6.17,TRUE,,4.1,FALSE,FALSE,TRUE,FALSE
170699,LW,Patrick Marleau,"6,200.00",,7.00,3.50,6.16,TRUE,,3.5,FALSE,TRUE,FALSE,FALSE
600076,LW,Gabriel Landeskog,"6,600.00",,11.00,3.50,6.16,FALSE,,3.5,FALSE,TRUE,FALSE,FALSE
231127,D,Shea Weber,"6,500.00",,2.00,4.00,6.15,TRUE,,4,FALSE,FALSE,TRUE,FALSE
554494,RW,Tyler Toffoli,"4,800.00",,25.00,3.50,6.14,FALSE,,3.5,FALSE,TRUE,FALSE,FALSE
392950,C,Logan Couture,"7,900.00",,12.00,4.20,6.13,TRUE,,4.2,TRUE,FALSE,FALSE,FALSE
550757,LW,Jeff Skinner,"6,000.00",,4.00,3.40,6.13,TRUE,,3.4,FALSE,TRUE,FALSE,FALSE
325006,D,Keith Yandle,"6,000.00",,1.00,3.90,6.12,TRUE,,3.9,FALSE,FALSE,TRUE,FALSE
171258,LW,Scott Hartnell,"4,800.00",,16.00,3.40,6.11,FALSE,,3.4,FALSE,TRUE,FALSE,FALSE
296477,RW,Johan Franzen,"4,600.00",,21.00,3.40,6.11,TRUE,,3.4,FALSE,TRUE,FALSE,FALSE
483697,G,Braden Holtby,"6,600.00",,25.00,3.80,6.11,FALSE,,3.8,FALSE,FALSE,FALSE,TRUE
607616,RW,Nikita Kucherov,"4,800.00",,28.00,3.40,6.10,TRUE,,3.4,FALSE,TRUE,FALSE,FALSE
172233,RW,Jiri Hudler,"6,100.00",,29.00,3.40,6.10,TRUE,TRUE,3.4,FALSE,TRUE,FALSE,FALSE
329570,C,Joe Pavelski,"6,800.00",,12.00,4.10,6.10,TRUE,,4.1,TRUE,FALSE,FALSE,FALSE
228978,LW,Chris Kunitz,"5,500.00",,18.00,3.30,6.08,TRUE,,3.3,FALSE,TRUE,FALSE,FALSE
229384,D,Brent Burns,"5,400.00",,8.00,3.80,6.07,TRUE,,3.8,FALSE,FALSE,TRUE,FALSE
456627,D,Alex Pietrangelo,"7,000.00",,13.00,3.80,6.07,FALSE,,3.8,FALSE,FALSE,TRUE,FALSE
456839,D,John Carlson,"6,100.00",,21.00,3.80,6.06,FALSE,TRUE,3.8,FALSE,FALSE,TRUE,FALSE
593311,RW,Cam Atkinson,"4,600.00",,4.00,3.20,6.06,FALSE,,3.2,FALSE,TRUE,FALSE,FALSE
495943,C,Tyler Bozak,"6,500.00",,19.00,4.00,6.06,TRUE,,4,TRUE,FALSE,FALSE,FALSE
590939,C,Tyler Johnson,"5,900.00",,28.00,4.00,6.05,TRUE,TRUE,4,TRUE,FALSE,FALSE,FALSE
172441,C,Henrik Zetterberg,"7,000.00",,29.00,4.00,6.05,TRUE,TRUE,4,TRUE,FALSE,FALSE,FALSE
593067,RW,Gustav Nyquist,"5,200.00",,21.00,3.20,6.04,TRUE,,3.2,FALSE,TRUE,FALSE,FALSE
329287,D,Cody Franson,"5,000.00",,9.00,3.70,6.04,TRUE,,3.7,FALSE,FALSE,TRUE,FALSE
547715,RW,Tommy Wingels,"5,100.00",,24.00,3.20,6.04,TRUE,,3.2,FALSE,TRUE,FALSE,FALSE
550754,C,Ryan Johansen,"5,700.00",,5.00,3.90,6.03,FALSE,,3.9,TRUE,FALSE,FALSE,FALSE
236148,D,Dennis Wideman,"5,200.00",,18.00,3.70,6.03,TRUE,,3.7,FALSE,FALSE,TRUE,FALSE
172195,LW,Alexander Steen,"5,700.00",,2.00,3.10,6.02,FALSE,,3.1,FALSE,TRUE,FALSE,FALSE
504244,C,John Tavares,"7,200.00",,21.00,3.90,6.02,FALSE,,3.9,TRUE,FALSE,FALSE,FALSE
296050,LW,Clarke MacArthur,"4,900.00",,14.00,3.10,6.01,TRUE,,3.1,FALSE,TRUE,FALSE,FALSE
171367,C,Pavel Datsyuk,"5,700.00",,29.00,3.90,6.01,TRUE,TRUE,3.9,TRUE,FALSE,FALSE,FALSE
547488,D,Roman Josi,"5,400.00",,2.00,3.60,6.01,TRUE,,3.6,FALSE,FALSE,TRUE,FALSE
615345,LW,Ondrej Palat,"5,000.00",,27.00,3.10,6.00,TRUE,,3.1,FALSE,TRUE,FALSE,FALSE
172301,LW,Michael Cammalleri,"5,600.00",,29.00,3.10,5.99,FALSE,,3.1,FALSE,TRUE,FALSE,FALSE
522267,LW,Tomas Tatar,"4,700.00",,30.00,3.10,5.99,TRUE,,3.1,FALSE,TRUE,FALSE,FALSE
508872,D,T.J. Brodie,"5,100.00",,18.00,3.60,5.99,TRUE,TRUE,3.6,FALSE,FALSE,TRUE,FALSE
172169,LW,Joffrey Lupul,"5,500.00",,6.00,3.00,5.98,TRUE,,3,FALSE,TRUE,FALSE,FALSE
447451,LW,Justin Abdelkader,"4,400.00",,30.00,3.00,5.96,TRUE,,3,FALSE,TRUE,FALSE,FALSE
610628,RW,Tobias Rieder,"4,000.00",,3.00,2.90,5.95,TRUE,,2.9,FALSE,TRUE,FALSE,FALSE
172221,D,Johnny Boychuk,"4,700.00",,27.00,3.50,5.95,FALSE,,3.5,FALSE,FALSE,TRUE,FALSE
550780,C,Brock Nelson,"4,800.00",,21.00,3.70,5.95,FALSE,,3.7,TRUE,FALSE,FALSE,FALSE
554484,D,Justin Faulk,"5,300.00",,28.00,3.50,5.95,TRUE,,3.5,FALSE,FALSE,TRUE,FALSE
172150,LW,Chris Higgins,"4,400.00",,10.00,2.90,5.94,FALSE,,2.9,FALSE,TRUE,FALSE,FALSE
610588,LW,Johnny Gaudreau,"5,000.00",,25.00,2.90,5.93,TRUE,,2.9,FALSE,TRUE,FALSE,FALSE
329541,LW,Jiri Tlusty,"4,500.00",,4.00,2.80,5.91,TRUE,,2.8,FALSE,TRUE,FALSE,FALSE
456700,LW,Mikkel Boedker,"4,300.00",,21.00,2.80,5.90,TRUE,,2.8,FALSE,TRUE,FALSE,FALSE
329560,D,Erik Johnson,"5,000.00",,10.00,3.30,5.89,FALSE,,3.3,FALSE,FALSE,TRUE,FALSE
550521,RW,Jimmy Hayes,"3,900.00",,30.00,2.80,5.89,TRUE,,2.8,FALSE,TRUE,FALSE,FALSE
456625,D,Drew Doughty,"5,000.00",,22.00,3.30,5.88,FALSE,,3.3,FALSE,FALSE,TRUE,FALSE
329564,C,Nicklas Backstrom,"5,900.00",,16.00,3.50,5.88,FALSE,TRUE,3.5,TRUE,FALSE,FALSE,FALSE
170422,RW,Shane Doan,"4,100.00",,3.00,2.70,5.88,TRUE,,2.7,FALSE,TRUE,FALSE,FALSE
339914,RW,Joel Ward,"4,100.00",,10.00,2.70,5.87,FALSE,,2.7,FALSE,TRUE,FALSE,FALSE
170807,LW,Alex Tanguay,"3,900.00",,11.00,2.70,5.87,FALSE,TRUE,2.7,FALSE,TRUE,FALSE,FALSE
504257,D,Oliver Ekman-Larsson,"5,100.00",,1.00,3.20,5.87,TRUE,,3.2,FALSE,FALSE,TRUE,FALSE
303078,LW,Blake Comeau,"4,500.00",,18.00,2.70,5.86,TRUE,TRUE,2.7,FALSE,TRUE,FALSE,FALSE
298603,RW,Bobby Ryan,"4,600.00",,18.00,2.70,5.86,TRUE,,2.7,FALSE,TRUE,FALSE,FALSE
555748,D,John Klingberg,"4,400.00",,7.00,3.20,5.86,FALSE,,3.2,FALSE,FALSE,TRUE,FALSE
593095,D,Tyson Barrie,"5,400.00",,10.00,3.20,5.86,FALSE,TRUE,3.2,FALSE,FALSE,TRUE,FALSE
245514,LW,Curtis Glencross,"4,900.00",,25.00,2.70,5.86,TRUE,,2.7,FALSE,TRUE,FALSE,FALSE
171290,RW,Justin Williams,"4,700.00",,25.00,2.70,5.86,FALSE,,2.7,FALSE,TRUE,FALSE,FALSE
392955,D,Kevin Shattenkirk,"5,000.00",,13.00,3.20,5.85,FALSE,,3.2,FALSE,FALSE,TRUE,FALSE
504249,C,Matt Duchene,"6,200.00",,8.00,3.40,5.85,FALSE,,3.4,TRUE,FALSE,FALSE,FALSE
741404,C,Nathan MacKinnon,"6,200.00",,8.00,3.40,5.85,FALSE,,3.4,TRUE,FALSE,FALSE,FALSE
330091,D,Alexander Edler,"5,000.00",,16.00,3.20,5.85,FALSE,,3.2,FALSE,FALSE,TRUE,FALSE
536508,D,Jake Muzzin,"4,400.00",,22.00,3.20,5.84,FALSE,,3.2,FALSE,FALSE,TRUE,FALSE
303081,RW,Alexandre Burrows,"3,900.00",,1.00,2.60,5.84,FALSE,,2.6,FALSE,TRUE,FALSE,FALSE
451466,LW,Nathan Gerbe,"4,000.00",,4.00,2.60,5.84,TRUE,,2.6,FALSE,TRUE,FALSE,FALSE
229368,C,Eric Staal,"6,000.00",,22.00,3.40,5.84,TRUE,,3.4,TRUE,FALSE,FALSE,FALSE
230685,C,Patrice Bergeron,"5,500.00",,23.00,3.40,5.84,FALSE,,3.4,TRUE,FALSE,FALSE,FALSE
326228,RW,Troy Brouwer,"4,200.00",,10.00,2.60,5.84,FALSE,,2.6,FALSE,TRUE,FALSE,FALSE
522130,LW,Ryan O'Reilly,"5,000.00",,11.00,2.60,5.83,FALSE,,2.6,FALSE,TRUE,FALSE,FALSE
522606,LW,Mike Hoffman,"3,700.00",,14.00,2.60,5.83,TRUE,,2.6,FALSE,TRUE,FALSE,FALSE
172862,G,Mike Smith,"6,500.00",,16.00,3.00,5.83,TRUE,,3,FALSE,FALSE,FALSE,TRUE
542226,C,Nick Bonino,"5,000.00",,15.00,3.30,5.81,FALSE,,3.3,TRUE,FALSE,FALSE,FALSE
741409,C,Sean Monahan,"5,300.00",,26.00,3.30,5.80,TRUE,,3.3,TRUE,FALSE,FALSE,FALSE
414433,LW,Brad Marchand,"4,300.00",,17.00,2.50,5.79,FALSE,,2.5,FALSE,TRUE,FALSE,FALSE
170514,RW,Jarome Iginla,"5,100.00",,20.00,2.50,5.79,FALSE,,2.5,FALSE,TRUE,FALSE,FALSE
498308,C,Jori Lehtera,"4,400.00",,2.00,3.20,5.79,FALSE,,3.2,TRUE,FALSE,FALSE,FALSE
229373,D,Dion Phaneuf,"4,900.00",,9.00,3.00,5.79,TRUE,,3,FALSE,FALSE,TRUE,FALSE
607582,C,Boone Jenner,"4,500.00",,5.00,3.20,5.78,FALSE,,3.2,TRUE,FALSE,FALSE,FALSE
651621,LW,Alex Killorn,"4,200.00",,27.00,2.50,5.78,TRUE,,2.5,FALSE,TRUE,FALSE,FALSE
177971,RW,Brad Boyes,"4,200.00",,30.00,2.50,5.78,TRUE,,2.5,FALSE,TRUE,FALSE,FALSE
326033,C,Frans Nielsen,"4,700.00",,21.00,3.20,5.77,FALSE,,3.2,TRUE,FALSE,FALSE,FALSE
594632,RW,Ryan Garbutt,"3,700.00",,8.00,2.40,5.77,FALSE,,2.4,FALSE,TRUE,FALSE,FALSE
335301,LW,Matt Moulson,"4,800.00",,9.00,2.40,5.76,FALSE,,2.4,FALSE,TRUE,FALSE,FALSE
169141,RW,Jaromir Jagr,"4,300.00",,12.00,2.40,5.76,FALSE,,2.4,FALSE,TRUE,FALSE,FALSE
478687,D,Michael Stone,"4,700.00",,1.00,2.90,5.76,TRUE,,2.9,FALSE,FALSE,TRUE,FALSE
268155,RW,Drew Stafford,"4,000.00",,16.00,2.40,5.76,FALSE,,2.4,FALSE,TRUE,FALSE,FALSE
653479,RW,Alex Chiasson,"3,600.00",,18.00,2.40,5.76,TRUE,,2.4,FALSE,TRUE,FALSE,FALSE
386162,LW,Nikolai Kulemin,"3,500.00",,20.00,2.40,5.75,FALSE,,2.4,FALSE,TRUE,FALSE,FALSE
172243,D,Trevor Daley,"4,000.00",,7.00,2.90,5.75,FALSE,,2.9,FALSE,FALSE,TRUE,FALSE
659876,LW,Tanner Pearson,"2,900.00",,26.00,2.40,5.75,FALSE,,2.4,FALSE,TRUE,FALSE,FALSE
329285,D,Kris Russell,"4,500.00",,18.00,2.90,5.74,TRUE,,2.9,FALSE,FALSE,TRUE,FALSE
594801,LW,Antoine Roussel,"3,200.00",,1.00,2.30,5.74,FALSE,,2.3,FALSE,TRUE,FALSE,FALSE
600102,D,Dougie Hamilton,"4,700.00",,25.00,2.90,5.73,FALSE,,2.9,FALSE,FALSE,TRUE,FALSE
177697,RW,Michael Ryder,"3,700.00",,12.00,2.30,5.73,FALSE,,2.3,FALSE,TRUE,FALSE,FALSE
604631,C,Craig Smith,"5,400.00",,1.00,3.00,5.72,TRUE,,3,TRUE,FALSE,FALSE,FALSE
456838,C,Tyler Ennis,"5,400.00",,3.00,3.00,5.71,FALSE,,3,TRUE,FALSE,FALSE,FALSE
174942,C,Jason Spezza,"5,200.00",,6.00,3.00,5.71,FALSE,,3,TRUE,FALSE,FALSE,FALSE
170656,C,Joe Thornton,"4,500.00",,12.00,3.00,5.71,TRUE,,3,TRUE,FALSE,FALSE,FALSE
330092,RW,Jannik Hansen,"4,000.00",,1.00,2.20,5.70,FALSE,,2.2,FALSE,TRUE,FALSE,FALSE
831066,D,Aaron Ekblad,"4,100.00",,24.00,2.80,5.70,TRUE,,2.8,FALSE,FALSE,TRUE,FALSE
600079,C,Ryan Strome,"4,600.00",,21.00,3.00,5.70,FALSE,,3,TRUE,FALSE,FALSE,FALSE
741463,LW,Andre Burakovsky,"3,300.00",,15.00,2.20,5.69,FALSE,,2.2,FALSE,TRUE,FALSE,FALSE
550769,C,Nick Bjugstad,"4,200.00",,30.00,3.00,5.69,TRUE,,3,TRUE,FALSE,FALSE,FALSE
556369,RW,Mark Stone,"3,100.00",,18.00,2.20,5.68,TRUE,,2.2,FALSE,TRUE,FALSE,FALSE
395914,D,Alex Goligoski,"4,500.00",,7.00,2.70,5.68,FALSE,,2.7,FALSE,FALSE,TRUE,FALSE
230673,RW,Loui Eriksson,"4,200.00",,22.00,2.20,5.68,FALSE,,2.2,FALSE,TRUE,FALSE,FALSE
653255,RW,Reilly Smith,"3,800.00",,22.00,2.20,5.68,FALSE,,2.2,FALSE,TRUE,FALSE,FALSE
321868,C,David Backes,"5,100.00",,2.00,2.90,5.68,FALSE,,2.9,TRUE,FALSE,FALSE,FALSE
659858,C,Zemgus Girgensons,"4,300.00",,3.00,2.90,5.68,FALSE,,2.9,TRUE,FALSE,FALSE,FALSE
479351,D,Jason Garrison,"4,000.00",,15.00,2.70,5.67,TRUE,,2.7,FALSE,FALSE,TRUE,FALSE
245480,D,James Wisniewski,"4,100.00",,20.00,2.70,5.67,FALSE,,2.7,FALSE,FALSE,TRUE,FALSE
504304,C,Marcus Johansson,"4,300.00",,16.00,2.90,5.67,FALSE,,2.9,TRUE,FALSE,FALSE,FALSE
300797,C,Martin Hanzal,"4,600.00",,17.00,2.90,5.66,TRUE,,2.9,TRUE,FALSE,FALSE,FALSE
392944,C,Kyle Turris,"5,300.00",,20.00,2.90,5.66,TRUE,,2.9,TRUE,FALSE,FALSE,FALSE
184050,D,Niklas Kronwall,"4,200.00",,30.00,2.70,5.66,TRUE,,2.7,FALSE,FALSE,TRUE,FALSE
570272,C,Adam Henrique,"5,000.00",,24.00,2.90,5.66,FALSE,,2.9,TRUE,FALSE,FALSE,FALSE
659860,RW,Tom Wilson,"2,900.00",,10.00,2.10,5.66,FALSE,,2.1,FALSE,TRUE,FALSE,FALSE
229375,C,Jeff Carter,"4,500.00",,25.00,2.90,5.66,FALSE,,2.9,TRUE,FALSE,FALSE,FALSE
171432,C,Stephen Weiss,"3,400.00",,29.00,2.90,5.65,TRUE,TRUE,2.9,TRUE,FALSE,FALSE,FALSE
398616,LW,Milan Lucic,"4,200.00",,17.00,2.10,5.65,FALSE,,2.1,FALSE,TRUE,FALSE,FALSE
600077,LW,Jonathan Huberdeau,"3,900.00",,19.00,2.10,5.65,TRUE,,2.1,FALSE,TRUE,FALSE,FALSE
229377,LW,Dustin Brown,"4,000.00",,26.00,2.10,5.64,FALSE,,2.1,FALSE,TRUE,FALSE,FALSE
171089,C,Henrik Sedin,"4,400.00",,15.00,2.80,5.63,FALSE,,2.8,TRUE,FALSE,FALSE,FALSE
450762,D,Alec Martinez,"3,500.00",,22.00,2.60,5.63,FALSE,,2.6,FALSE,FALSE,TRUE,FALSE
171251,LW,Erik Cole,"2,900.00",,1.00,2.00,5.63,FALSE,,2,FALSE,TRUE,FALSE,FALSE
543662,G,Eddie Lack,"6,200.00",,3.00,2.40,5.63,FALSE,,2.4,FALSE,FALSE,FALSE,TRUE
326131,C,Carl Soderberg,"4,500.00",,23.00,2.80,5.62,FALSE,,2.8,TRUE,FALSE,FALSE,FALSE
300810,RW,Steve Downie,"2,700.00",,13.00,2.00,5.62,TRUE,,2,FALSE,TRUE,FALSE,FALSE
395751,G,Anton Khudobin,"6,400.00",,14.00,2.40,5.62,TRUE,,2.4,FALSE,FALSE,FALSE,TRUE
607956,C,Vincent Trocheck,"4,400.00",,30.00,2.80,5.62,TRUE,TRUE,2.8,TRUE,FALSE,FALSE,FALSE
741455,LW,Kerby Rychel,"2,500.00",,16.00,2.00,5.62,FALSE,,2,FALSE,TRUE,FALSE,FALSE
456701,LW,Josh Bailey,"3,000.00",,20.00,2.00,5.61,FALSE,,2,FALSE,TRUE,FALSE,FALSE
831092,RW,David Pastrnak,"3,300.00",,22.00,2.00,5.61,FALSE,,2,FALSE,TRUE,FALSE,FALSE
296815,RW,David Clarkson,"3,400.00",,23.00,2.00,5.61,TRUE,,2,FALSE,TRUE,FALSE,FALSE
171256,RW,Marian Gaborik,"4,600.00",,25.00,2.00,5.61,FALSE,,2,FALSE,TRUE,FALSE,FALSE
385875,RW,David Jones,"3,000.00",,29.00,2.00,5.60,TRUE,,2,FALSE,TRUE,FALSE,FALSE
383710,D,Anton Stralman,"3,500.00",,15.00,2.50,5.60,TRUE,,2.5,FALSE,FALSE,TRUE,FALSE
298608,D,Jack Johnson,"4,200.00",,20.00,2.50,5.60,FALSE,,2.5,FALSE,FALSE,TRUE,FALSE
178388,D,Marek Zidlicky,"4,000.00",,23.00,2.50,5.59,FALSE,,2.5,FALSE,FALSE,TRUE,FALSE
660810,D,Damon Severson,"2,800.00",,23.00,2.50,5.59,FALSE,,2.5,FALSE,FALSE,TRUE,FALSE
172182,D,Dennis Seidenberg,"3,300.00",,25.00,2.50,5.59,FALSE,,2.5,FALSE,FALSE,TRUE,FALSE
