Id,Position,Name,Salary,GameInfo,AvgPointsPerGame
192,C,Jim Slater,2500,Wpg@Min 05:00PM ET,0.444
25,D,Keith Yandle,6500,Ari@Edm 09:00PM ET,4.559
46,D,Jared Spurgeon,5600,Wpg@Min 05:00PM ET,4.364
24,D,Brent Burns,6600,SJ@Car 05:00PM ET,4.237
11,D,Justin Faulk,7800,SJ@Car 05:00PM ET,3.844
60,D,Sami Vatanen,5100,Fla@Anh 08:00PM ET,3.389
52,D,Duncan Keith,5300,Dal@Chi 07:00PM ET,3.294
77,D,Oliver Ekman-Larsson,4600,Ari@Edm 09:00PM ET,3.294
58,D,P.K. Subban,5100,Mon@Det 07:00PM ET,3.278
81,D,Trevor Daley,4500,Dal@Chi 07:00PM ET,3.206
72,D,Brent Seabrook,4600,Dal@Chi 07:00PM ET,3.059
66,D,Niklas Kronwall,4800,Mon@Det 07:00PM ET,3.031
62,D,Aaron Ekblad,5000,Fla@Anh 08:00PM ET,2.821
85,D,Ryan Suter,4400,Wpg@Min 05:00PM ET,2.813
80,D,Andrei Markov,4500,Mon@Det 07:00PM ET,2.778
91,D,Zach Bogosian,4300,Wpg@Min 05:00PM ET,2.618
111,D,Michael Stone,3800,Ari@Edm 09:00PM ET,2.588
