projected,top10,actual,name,draftkings_id,position,salary,team,opponent-rank,ppg,home,goalie,center,defense,wing,homeXgoalie,homeXcenter,homeXdefense,homeXwing,ppgXgoalie,ppgXcenter,ppgXdefense,ppgXwing,homeXppg,homeXor,ppgXor
,,,Tyler Seguin,550752,C,9400,DAL,7,5.7,1,0,1,0,0,0,1,0,0,0.0,5.7,0.0,0.0,5.7,7,39.9
,,,Antti Raanta,736974,G,9300,NJ,15,6.7,0,1,0,0,0,0,0,0,0,6.7,0.0,0.0,0.0,0.0,0,100.5
,,,Zach Parise,229381,LW,9000,MIN,12,4.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,4.5,4.5,12,54.0
,,,Jaroslav Halak,296723,G,9000,MIN,19,5.6,0,1,0,0,0,0,0,0,0,5.6,0.0,0.0,0.0,0.0,0,106.39999999999999
,,,Steven Stamkos,456624,C,8800,TB,15,4.7,1,0,1,0,0,0,1,0,0,0.0,4.7,0.0,0.0,4.7,15,70.5
,,,Corey Crawford,231130,G,8700,NJ,15,5.1,0,1,0,0,0,0,0,0,0,5.1,0.0,0.0,0.0,0.0,0,76.5
,,,Alex Ovechkin,268143,RW,8700,TB,12,4.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0,54.0
,,,Ryan Miller,172497,G,8500,MON,9,4.7,0,1,0,0,0,0,0,0,0,4.7,0.0,0.0,0.0,0.0,0,42.300000000000004
,,,Karri Ramo,326023,G,8400,TOR,4,4.9,0,1,0,0,0,0,0,0,0,4.9,0.0,0.0,0.0,0.0,0,19.6
,,,Jonathan Quick,380901,G,8400,BUF,23,5.5,0,1,0,0,0,0,0,0,0,5.5,0.0,0.0,0.0,0.0,0,126.5
,,,Patrick Kane,392942,RW,8400,NJ,22,4.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4.1,0.0,0,90.19999999999999
,,,Carey Price,300782,G,8200,MON,5,4.8,1,1,0,0,0,1,0,0,0,4.8,0.0,0.0,0.0,4.8,5,24.0
,,,Phil Kessel,329565,RW,8100,TOR,20,4.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,4.4,4.4,20,88.0
,,,Ben Bishop,446721,G,8100,TB,13,5.0,1,1,0,0,0,1,0,0,0,5.0,0.0,0.0,0.0,5.0,13,65.0
,,,Martin Jones,479871,G,8000,BUF,23,5.2,0,1,0,0,0,0,0,0,0,5.2,0.0,0.0,0.0,0.0,0,119.60000000000001
,,,Pekka Rinne,297473,G,7900,COL,22,5.7,0,1,0,0,0,0,0,0,0,5.7,0.0,0.0,0.0,0.0,0,125.4
,,,Sergei Bobrovsky,545448,G,7900,CLS,26,4.7,1,1,0,0,0,1,0,0,0,4.7,0.0,0.0,0.0,4.7,26,122.2
,,,Radim Vrbata,171352,RW,7800,MON,16,4.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4.2,0.0,0,67.2
,,,Antti Niemi,451384,G,7800,SJ,27,4.7,1,1,0,0,0,1,0,0,0,4.7,0.0,0.0,0.0,4.7,27,126.9
,,,Michael Hutchinson,543477,G,7600,DAL,14,5.0,0,1,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0,70.0
,,,Joe Pavelski,329570,C,7500,SJ,12,4.3,1,0,1,0,0,0,1,0,0,0.0,4.3,0.0,0.0,4.3,12,51.599999999999994
,,,Jhonas Enroth,454231,G,7500,BUF,20,4.4,1,1,0,0,0,1,0,0,0,4.4,0.0,0.0,0.0,4.4,20,88.0
,,,Jonathan Bernier,329644,G,7400,TOR,1,4.5,1,1,0,0,0,1,0,0,0,4.5,0.0,0.0,0.0,4.5,1,4.5
,,,Claude Giroux,329656,C,7400,CLS,30,4.9,0,0,1,0,0,0,0,0,0,0.0,4.9,0.0,0.0,0.0,0,147.0
,,,Scott Darling,655193,G,7400,NJ,15,6.3,0,1,0,0,0,0,0,0,0,6.3,0.0,0.0,0.0,0.0,0,94.5
,,,Kari Lehtonen,172139,G,7300,DAL,28,4.2,1,1,0,0,0,1,0,0,0,4.2,0.0,0.0,0.0,4.2,28,117.60000000000001
,,,Logan Couture,392950,C,7300,SJ,12,4.1,1,0,1,0,0,0,1,0,0,0.0,4.1,0.0,0.0,4.1,12,49.199999999999996
,,,Braden Holtby,483697,G,7200,TB,2,4.2,0,1,0,0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0,8.4
,,,John Tavares,504244,C,7100,MIN,5,3.9,0,0,1,0,0,0,0,0,0,0.0,3.9,0.0,0.0,0.0,0,19.5
,,,Semyon Varlamov,329657,G,7000,COL,10,3.8,1,1,0,0,0,1,0,0,0,3.8,0.0,0.0,0.0,3.8,10,38.0
,,,Jamie Benn,458860,LW,7000,DAL,21,4.1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,4.1,4.1,21,86.1
,,,Steve Mason,382350,G,6900,CLS,24,4.4,0,1,0,0,0,0,0,0,0,4.4,0.0,0.0,0.0,0.0,0,105.60000000000001
,,,Cory Schneider,269241,G,6800,NJ,20,4.3,1,1,0,0,0,1,0,0,0,4.3,0.0,0.0,0.0,4.3,20,86.0
,,,James van Riemsdyk,392943,LW,6800,TOR,16,3.8,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.8,3.8,16,60.8
,,,Max Pacioretty,392964,LW,6700,MON,17,3.9,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.9,3.9,17,66.3
,,,John Carlson,456839,D,6600,TB,8,3.8,0,0,0,1,0,0,0,0,0,0.0,0.0,3.8,0.0,0.0,0,30.4
,,,Dustin Tokarski,489286,G,6600,MON,5,3.9,1,1,0,0,0,1,0,0,0,3.9,0.0,0.0,0.0,3.9,5,19.5
,,,Eddie Lack,543662,G,6600,MON,9,3.3,0,1,0,0,0,0,0,0,0,3.3,0.0,0.0,0.0,0.0,0,29.7
,,,Taylor Hall,550751,LW,6600,SJ,22,3.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.8,0.0,0,83.6
,,,Patrick Marleau,170699,LW,6500,SJ,28,3.7,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.7,3.7,28,103.60000000000001
,,,Evgeni Nabokov,170908,G,6500,TB,13,2.4,1,1,0,0,0,1,0,0,0,2.4,0.0,0.0,0.0,2.4,13,31.2
,,,Mark Giordano,254822,D,6500,TOR,23,4.5,0,0,0,1,0,0,0,0,0,0.0,0.0,4.5,0.0,0.0,0,103.5
,,,Ondrej Pavelec,339607,G,6500,DAL,14,3.8,0,1,0,0,0,0,0,0,0,3.8,0.0,0.0,0.0,0.0,0,53.199999999999996
,,,Jacob Markstrom,547717,G,6500,MON,9,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
,,,Viktor Fasth,656273,G,6500,SJ,17,2.3,0,1,0,0,0,0,0,0,0,2.3,0.0,0.0,0.0,0.0,0,39.099999999999994
,,,Curtis McElhinney,296906,G,6400,CLS,26,2.6,1,1,0,0,0,1,0,0,0,2.6,0.0,0.0,0.0,2.6,26,67.60000000000001
,,,Niklas Backstrom,326034,G,6400,MIN,7,3.0,1,1,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,3.0,7,21.0
,,,Michal Neuvirth,386814,G,6400,BUF,20,4.4,1,1,0,0,0,1,0,0,0,4.4,0.0,0.0,0.0,4.4,20,88.0
,,,James Reimer,446889,G,6400,TOR,1,3.7,1,1,0,0,0,1,0,0,0,3.7,0.0,0.0,0.0,3.7,1,3.7
,,,Alex Stalock,496352,G,6400,SJ,27,4.0,1,1,0,0,0,1,0,0,0,4.0,0.0,0.0,0.0,4.0,27,108.0
,,,Jussi Rynnas,544579,G,6400,DAL,28,-0.2,1,1,0,0,0,1,0,0,0,-0.2,-0.0,-0.0,-0.0,-0.2,28,-5.6000000000000005
,,,Darcy Kuemper,547403,G,6400,MIN,7,3.9,1,1,0,0,0,1,0,0,0,3.9,0.0,0.0,0.0,3.9,7,27.3
,,,Scott Clemmensen,171394,G,6300,NJ,20,0.4,1,1,0,0,0,1,0,0,0,0.4,0.0,0.0,0.0,0.4,20,8.0
,,,Ray Emery,178023,G,6300,CLS,24,3.3,0,1,0,0,0,0,0,0,0,3.3,0.0,0.0,0.0,0.0,0,79.19999999999999
,,,Jonas Hiller,386403,G,6300,TOR,4,4.5,0,1,0,0,0,0,0,0,0,4.5,0.0,0.0,0.0,0.0,0,18.0
,,,Ben Scrivens,544763,G,6300,SJ,17,2.8,0,1,0,0,0,0,0,0,0,2.8,0.0,0.0,0.0,0.0,0,47.599999999999994
,,,Justin Peters,301765,G,6200,TB,2,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0,4.0
,,,Matt Duchene,504249,C,6200,COL,1,3.5,1,0,1,0,0,0,1,0,0,0.0,3.5,0.0,0.0,3.5,1,3.5
,,,Chad Johnson,507427,G,6200,MIN,19,2.9,0,1,0,0,0,0,0,0,0,2.9,0.0,0.0,0.0,0.0,0,55.1
,,,Carter Hutton,542954,G,6200,COL,22,2.6,0,1,0,0,0,0,0,0,0,2.6,0.0,0.0,0.0,0.0,0,57.2
,,,Gabriel Landeskog,600076,LW,6200,COL,3,3.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.5,3.5,3,10.5
,,,Reto Berra,732732,G,6200,COL,10,1.7,1,1,0,0,0,1,0,0,0,1.7,0.0,0.0,0.0,1.7,10,17.0
,,,Dustin Byfuglien,296054,RW,6100,DAL,19,3.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0,57.0
,,,Shea Weber,231127,D,6000,COL,21,3.8,0,0,0,1,0,0,0,0,0,0.0,0.0,3.8,0.0,0.0,0,79.8
,,,Jakub Voracek,392948,RW,6000,CLS,29,4.6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4.6,0.0,0,133.39999999999998
,,,P.K. Subban,478197,D,6000,MON,5,3.3,1,0,0,1,0,0,0,1,0,0.0,0.0,3.3,0.0,3.3,5,16.5
,,,Brad Richards,171090,C,5900,NJ,23,3.0,0,0,1,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0,69.0
,,,Jason Pominville,176123,RW,5900,MIN,15,3.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.4,3.4,15,51.0
,,,Kyle Okposo,329583,RW,5900,MIN,8,3.7,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.7,0.0,0,29.6
,,,Daniel Sedin,171088,LW,5800,MON,23,3.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.5,0.0,0,80.5
,,,Dennis Wideman,236148,D,5800,TOR,23,3.8,0,0,0,1,0,0,0,0,0,0.0,0.0,3.8,0.0,0.0,0,87.39999999999999
,,,Andrew Ladd,268146,LW,5800,DAL,30,3.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.5,0.0,0,105.0
,,,Blake Wheeler,268147,RW,5800,DAL,19,3.6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.6,0.0,0,68.4
,,,Tommy Wingels,547715,RW,5800,SJ,26,3.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.4,3.4,26,88.39999999999999
,,,Tyler Johnson,590939,C,5800,TB,15,3.9,1,0,1,0,0,0,1,0,0,0.0,3.9,0.0,0.0,3.9,15,58.5
,,,Joffrey Lupul,172169,LW,5700,TOR,16,3.1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.1,3.1,16,49.6
,,,Jonathan Toews,329563,C,5700,NJ,23,3.4,0,0,1,0,0,0,0,0,0,0.0,3.4,0.0,0.0,0.0,0,78.2
,,,Wayne Simmonds,409789,RW,5700,CLS,29,3.4,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.4,0.0,0,98.6
,,,Jiri Hudler,172233,RW,5600,TOR,17,3.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.3,0.0,0,56.099999999999994
,,,Bryan Little,329645,C,5600,DAL,29,3.1,0,0,1,0,0,0,0,0,0,0.0,3.1,0.0,0.0,0.0,0,89.9
,,,Jacob Trouba,659853,D,5600,DAL,30,3.1,0,0,0,1,0,0,0,0,0,0.0,0.0,3.1,0.0,0.0,0,93.0
,,,Marian Hossa,170695,RW,5500,NJ,22,3.4,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.4,0.0,0,74.8
,,,Michael Cammalleri,172301,LW,5500,NJ,5,2.9,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,2.9,2.9,5,14.5
,,,James Neal,301959,LW,5500,COL,24,3.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.5,0.0,0,84.0
,,,Nicklas Backstrom,329564,C,5500,TB,3,3.3,0,0,1,0,0,0,0,0,0,0.0,3.3,0.0,0.0,0.0,0,9.899999999999999
,,,Tyler Bozak,495943,C,5500,TOR,8,3.8,1,0,1,0,0,0,1,0,0,0.0,3.8,0.0,0.0,3.8,8,30.4
,,,Nathan MacKinnon,741404,C,5500,COL,1,3.2,1,0,1,0,0,0,1,0,0,0.0,3.2,0.0,0.0,3.2,1,3.2
,,,Sean Monahan,741409,C,5500,TOR,20,3.4,0,0,1,0,0,0,0,0,0,0.0,3.4,0.0,0.0,0.0,0,68.0
